message_id,account_id,timestamp,author_role,channel,topic,text
MSG0000406,ACC00042,2025-01-08T08:00:00,customer,meeting_notes,invoice reconciliation,We're reviewing the latest changes and have a few questions.
MSG0000407,ACC00042,2024-02-13T17:00:00,customer,meeting_notes,mobile access,The reporting changes are useful and the team is happy with them.
MSG0000408,ACC00042,2024-05-09T17:00:00,customer,email,dashboard performance,The reporting changes are useful and the team is happy with them.
MSG0000409,ACC00042,2024-01-02T18:00:00,customer,meeting_notes,renewal terms,We've been getting good value from the platform and adoption is steady.
MSG0000410,ACC00042,2025-01-15T15:00:00,customer,email,renewal terms,We've had to follow up several times and this is starting to become frustrating.
MSG0000411,ACC00042,2025-02-12T10:00:00,customer,meeting_notes,data synchronization,We're reviewing the latest changes and have a few questions.
MSG0000412,ACC00043,2024-01-02T09:00:00,customer,meeting_notes,SSO,We're still evaluating the change internally.
MSG0000413,ACC00043,2024-06-23T12:00:00,customer,email,user provisioning,We're still evaluating the change internally.
MSG0000414,ACC00043,2024-03-13T16:00:00,customer,email,report exports,Could you help us understand why this is happening?
MSG0000415,ACC00043,2024-12-18T18:00:00,agent,email,API reliability,We're still evaluating the change internally.
MSG0000416,ACC00043,2024-04-19T13:00:00,customer,support_chat,billing configuration,The latest release has made the workflow much easier for our team.
MSG0000417,ACC00043,2024-04-27T18:00:00,customer,support_chat,API reliability,We've been getting good value from the platform and adoption is steady.
MSG0000418,ACC00043,2024-08-27T15:00:00,agent,email,invoice reconciliation,The latest release has made the workflow much easier for our team.
MSG0000419,ACC00043,2024-02-02T15:00:00,agent,meeting_notes,data synchronization,We've been getting good value from the platform and adoption is steady.
MSG0000420,ACC00043,2024-03-17T17:00:00,customer,support_chat,usage reporting,We're reviewing the latest changes and have a few questions.
MSG0000421,ACC00044,2024-07-13T13:00:00,customer,support_chat,SSO,We're reviewing the latest changes and have a few questions.
MSG0000422,ACC00044,2024-10-04T15:00:00,customer,meeting_notes,report exports,We've had to follow up several times and this is starting to become frustrating.
MSG0000423,ACC00044,2025-09-06T18:00:00,agent,email,invoice reconciliation,This has been affecting the team for a while and we need a clearer resolution.
MSG0000424,ACC00044,2024-08-10T13:00:00,customer,meeting_notes,billing configuration,We've been getting good value from the platform and adoption is steady.
MSG0000425,ACC00044,2024-02-19T08:00:00,agent,email,data synchronization,"The workflow is mostly fine, although there are a couple of things we'd like improved."
MSG0000426,ACC00044,2024-08-01T18:00:00,customer,support_chat,mobile access,We've had to follow up several times and this is starting to become frustrating.
MSG0000427,ACC00044,2024-09-08T08:00:00,agent,email,API reliability,Thanks for getting this sorted so quickly. Everything is working now.
MSG0000428,ACC00044,2025-01-13T15:00:00,agent,meeting_notes,report exports,The reporting changes are useful and the team is happy with them.
MSG0000429,ACC00044,2024-10-22T13:00:00,customer,meeting_notes,mobile access,We're still evaluating the change internally.
MSG0000430,ACC00044,2025-06-15T13:00:00,agent,email,SSO,This has been affecting the team for a while and we need a clearer resolution.
MSG0000431,ACC00044,2025-07-24T17:00:00,customer,support_chat,report exports,"The workflow is mostly fine, although there are a couple of things we'd like improved."
MSG0000432,ACC00044,2024-08-27T11:00:00,agent,email,billing configuration,"The workflow is mostly fine, although there are a couple of things we'd like improved."
MSG0000433,ACC00044,2024-01-23T10:00:00,customer,meeting_notes,SSO,We're still evaluating the change internally.
MSG0000434,ACC00044,2024-03-09T15:00:00,agent,meeting_notes,integration errors,We're still evaluating the change internally.
MSG0000435,ACC00044,2024-05-01T15:00:00,customer,support_chat,renewal terms,We've been getting good value from the platform and adoption is steady.
MSG0000436,ACC00045,2024-09-16T13:00:00,customer,meeting_notes,usage reporting,We're still evaluating the change internally.
MSG0000437,ACC00045,2024-09-24T18:00:00,agent,support_chat,invoice reconciliation,Could you help us understand why this is happening?
MSG0000438,ACC00045,2025-02-12T17:00:00,agent,support_chat,user provisioning,We're still evaluating the change internally.
MSG0000439,ACC00045,2025-01-24T17:00:00,customer,email,user provisioning,We've had to follow up several times and this is starting to become frustrating.
MSG0000440,ACC00045,2024-07-09T10:00:00,customer,support_chat,data synchronization,We've been getting good value from the platform and adoption is steady.
MSG0000441,ACC00045,2024-01-18T08:00:00,customer,meeting_notes,dashboard performance,This has been affecting the team for a while and we need a clearer resolution.
MSG0000442,ACC00045,2025-05-03T13:00:00,agent,meeting_notes,SSO,Thanks for getting this sorted so quickly. Everything is working now.
MSG0000443,ACC00045,2024-11-26T13:00:00,customer,support_chat,renewal terms,This has been affecting the team for a while and we need a clearer resolution.
MSG0000444,ACC00045,2025-03-06T09:00:00,customer,support_chat,SSO,The reporting changes are useful and the team is happy with them.
MSG0000445,ACC00045,2024-08-12T17:00:00,customer,support_chat,API reliability,We've been getting good value from the platform and adoption is steady.
MSG0000446,ACC00045,2024-10-02T18:00:00,agent,meeting_notes,invoice reconciliation,We're reviewing the latest changes and have a few questions.
MSG0000447,ACC00045,2024-08-26T10:00:00,agent,support_chat,billing configuration,"The workflow is mostly fine, although there are a couple of things we'd like improved."
MSG0000448,ACC00045,2024-11-10T11:00:00,customer,support_chat,invoice reconciliation,The latest release has made the workflow much easier for our team.
MSG0000449,ACC00046,2024-05-15T18:00:00,agent,email,workflow automation,"The workflow is mostly fine, although there are a couple of things we'd like improved."
MSG0000450,ACC00046,2024-11-23T17:00:00,customer,support_chat,permissions,We've had to follow up several times and this is starting to become frustrating.
MSG0000451,ACC00046,2025-06-14T13:00:00,agent,email,permissions,The reporting changes are useful and the team is happy with them.
MSG0000452,ACC00046,2024-07-04T17:00:00,customer,support_chat,data synchronization,We've been getting good value from the platform and adoption is steady.
MSG0000453,ACC00046,2024-10-07T08:00:00,agent,meeting_notes,permissions,We've had to follow up several times and this is starting to become frustrating.
MSG0000454,ACC00046,2024-11-06T11:00:00,customer,email,API reliability,We've been getting good value from the platform and adoption is steady.
MSG0000455,ACC00046,2025-07-03T13:00:00,agent,support_chat,billing configuration,The latest release has made the workflow much easier for our team.
MSG0000456,ACC00047,2025-02-26T15:00:00,agent,email,workflow automation,Could you help us understand why this is happening?
MSG0000457,ACC00047,2025-02-05T15:00:00,customer,support_chat,invoice reconciliation,This has been affecting the team for a while and we need a clearer resolution.
MSG0000458,ACC00047,2024-09-21T13:00:00,customer,email,invoice reconciliation,The reporting changes are useful and the team is happy with them.
MSG0000459,ACC00047,2024-09-27T15:00:00,customer,email,dashboard performance,Thanks for getting this sorted so quickly. Everything is working now.
MSG0000460,ACC00047,2024-02-05T16:00:00,customer,meeting_notes,billing configuration,We're reviewing the latest changes and have a few questions.
MSG0000461,ACC00047,2024-03-15T10:00:00,agent,email,dashboard performance,Thanks for getting this sorted so quickly. Everything is working now.
MSG0000462,ACC00047,2024-02-12T08:00:00,agent,meeting_notes,user provisioning,We're still evaluating the change internally.
MSG0000463,ACC00047,2024-09-22T16:00:00,agent,email,renewal terms,We're still evaluating the change internally.
MSG0000464,ACC00047,2025-04-21T18:00:00,customer,support_chat,user provisioning,We're still evaluating the change internally.
MSG0000465,ACC00047,2024-04-20T17:00:00,agent,email,user provisioning,Thanks for getting this sorted so quickly. Everything is working now.
MSG0000466,ACC00047,2024-12-21T16:00:00,customer,support_chat,SSO,The reporting changes are useful and the team is happy with them.
MSG0000467,ACC00047,2024-05-11T16:00:00,customer,support_chat,integration errors,We've been getting good value from the platform and adoption is steady.
MSG0000468,ACC00047,2024-02-26T17:00:00,customer,meeting_notes,dashboard performance,Could you help us understand why this is happening?
MSG0000469,ACC00048,2024-04-21T16:00:00,customer,support_chat,API reliability,"The workflow is mostly fine, although there are a couple of things we'd like improved."
MSG0000470,ACC00048,2024-08-14T16:00:00,agent,email,report exports,We're reviewing the latest changes and have a few questions.
MSG0000471,ACC00048,2024-03-07T10:00:00,agent,email,invoice reconciliation,We've had to follow up several times and this is starting to become frustrating.
MSG0000472,ACC00048,2024-04-22T16:00:00,agent,email,data synchronization,We've had to follow up several times and this is starting to become frustrating.
MSG0000473,ACC00048,2024-06-15T17:00:00,customer,support_chat,usage reporting,We've been getting good value from the platform and adoption is steady.
MSG0000474,ACC00048,2025-01-04T18:00:00,customer,meeting_notes,usage reporting,The latest release has made the workflow much easier for our team.
MSG0000475,ACC00049,2024-06-03T09:00:00,customer,meeting_notes,SSO,We're still evaluating the change internally.
MSG0000476,ACC00049,2024-06-14T12:00:00,agent,meeting_notes,invoice reconciliation,We've had to follow up several times and this is starting to become frustrating.
MSG0000477,ACC00049,2024-11-23T18:00:00,customer,email,SSO,Could you help us understand why this is happening?
MSG0000478,ACC00049,2024-06-22T13:00:00,agent,support_chat,API reliability,Thanks for getting this sorted so quickly. Everything is working now.
MSG0000479,ACC00049,2024-11-16T13:00:00,customer,email,report exports,This has been affecting the team for a while and we need a clearer resolution.
MSG0000480,ACC00049,2024-11-02T16:00:00,customer,meeting_notes,API reliability,The latest release has made the workflow much easier for our team.
MSG0000481,ACC00049,2024-09-15T15:00:00,customer,email,billing configuration,We're reviewing the latest changes and have a few questions.
MSG0000482,ACC00049,2024-10-15T16:00:00,customer,support_chat,API reliability,We're reviewing the latest changes and have a few questions.
MSG0000483,ACC00049,2024-12-19T12:00:00,customer,support_chat,dashboard performance,This has been affecting the team for a while and we need a clearer resolution.
MSG0000484,ACC00049,2024-11-08T15:00:00,customer,email,invoice reconciliation,We've had to follow up several times and this is starting to become frustrating.
MSG0000485,ACC00049,2024-04-17T11:00:00,customer,email,usage reporting,"The workflow is mostly fine, although there are a couple of things we'd like improved."
MSG0000486,ACC00050,2025-09-11T14:00:00,customer,support_chat,integration errors,"The workflow is mostly fine, although there are a couple of things we'd like improved."
MSG0000487,ACC00050,2024-06-12T13:00:00,customer,support_chat,invoice reconciliation,We've been getting good value from the platform and adoption is steady.
MSG0000488,ACC00050,2025-01-22T17:00:00,agent,meeting_notes,invoice reconciliation,The latest release has made the workflow much easier for our team.
MSG0000489,ACC00050,2025-04-16T10:00:00,customer,email,mobile access,We're still evaluating the change internally.
MSG0000490,ACC00050,2025-08-14T18:00:00,customer,support_chat,invoice reconciliation,"The workflow is mostly fine, although there are a couple of things we'd like improved."
MSG0000491,ACC00050,2024-10-06T16:00:00,customer,support_chat,dashboard performance,We've been getting good value from the platform and adoption is steady.
MSG0000492,ACC00050,2024-03-27T18:00:00,customer,email,integration errors,"The workflow is mostly fine, although there are a couple of things we'd like improved."
MSG0000493,ACC00050,2025-11-15T13:00:00,customer,meeting_notes,dashboard performance,The reporting changes are useful and the team is happy with them.
MSG0000494,ACC00050,2025-02-27T12:00:00,agent,email,report exports,The latest release has made the workflow much easier for our team.
MSG0000495,ACC00051,2025-09-12T13:00:00,customer,email,workflow automation,We've been getting good value from the platform and adoption is steady.
MSG0000496,ACC00051,2025-02-03T18:00:00,customer,support_chat,usage reporting,We're still evaluating the change internally.
MSG0000497,ACC00051,2025-06-01T18:00:00,customer,support_chat,renewal terms,Thanks for getting this sorted so quickly. Everything is working now.
MSG0000498,ACC00051,2025-11-12T17:00:00,customer,support_chat,report exports,We've had to follow up several times and this is starting to become frustrating.
MSG0000499,ACC00051,2024-05-04T09:00:00,agent,support_chat,mobile access,This has been affecting the team for a while and we need a clearer resolution.
MSG0000500,ACC00051,2025-07-27T09:00:00,agent,meeting_notes,user provisioning,Thanks for getting this sorted so quickly. Everything is working now.
MSG0000501,ACC00051,2025-11-10T17:00:00,agent,support_chat,workflow automation,We've had to follow up several times and this is starting to become frustrating.
MSG0000502,ACC00051,2025-06-14T16:00:00,customer,support_chat,user provisioning,"The workflow is mostly fine, although there are a couple of things we'd like improved."
MSG0000503,ACC00051,2024-02-01T16:00:00,customer,support_chat,dashboard performance,We've had to follow up several times and this is starting to become frustrating.
MSG0000504,ACC00051,2024-01-17T11:00:00,agent,meeting_notes,API reliability,We're still evaluating the change internally.
MSG0000505,ACC00051,2025-07-04T17:00:00,customer,meeting_notes,renewal terms,The latest release has made the workflow much easier for our team.
MSG0000506,ACC00051,2025-07-05T09:00:00,customer,email,user provisioning,"The workflow is mostly fine, although there are a couple of things we'd like improved."
MSG0000507,ACC00051,2025-07-24T16:00:00,customer,meeting_notes,permissions,The reporting changes are useful and the team is happy with them.
MSG0000508,ACC00051,2024-05-27T11:00:00,agent,support_chat,mobile access,Could you help us understand why this is happening?
MSG0000509,ACC00051,2024-09-17T14:00:00,customer,email,mobile access,We're reviewing the latest changes and have a few questions.
MSG0000510,ACC00051,2024-06-04T11:00:00,agent,support_chat,data synchronization,This has been affecting the team for a while and we need a clearer resolution.
MSG0000511,ACC00051,2024-09-14T10:00:00,agent,email,SSO,Thanks for getting this sorted so quickly. Everything is working now.
MSG0000512,ACC00051,2024-03-06T11:00:00,agent,meeting_notes,SSO,We're still evaluating the change internally.
MSG0000513,ACC00052,2025-06-15T16:00:00,agent,support_chat,workflow automation,We're reviewing the latest changes and have a few questions.
MSG0000514,ACC00052,2025-03-27T09:00:00,customer,meeting_notes,invoice reconciliation,Thanks for getting this sorted so quickly. Everything is working now.
MSG0000515,ACC00052,2024-12-01T08:00:00,agent,email,billing configuration,"The workflow is mostly fine, although there are a couple of things we'd like improved."
MSG0000516,ACC00052,2025-05-10T16:00:00,customer,support_chat,SSO,This has been affecting the team for a while and we need a clearer resolution.
MSG0000517,ACC00052,2024-05-08T13:00:00,agent,support_chat,report exports,We're reviewing the latest changes and have a few questions.
MSG0000518,ACC00052,2024-10-24T14:00:00,customer,email,SSO,"The workflow is mostly fine, although there are a couple of things we'd like improved."
MSG0000519,ACC00052,2024-03-11T18:00:00,agent,meeting_notes,usage reporting,"The workflow is mostly fine, although there are a couple of things we'd like improved."
MSG0000520,ACC00052,2024-12-06T13:00:00,customer,email,report exports,We're reviewing the latest changes and have a few questions.
MSG0000521,ACC00052,2025-01-22T12:00:00,agent,email,billing configuration,We're reviewing the latest changes and have a few questions.
MSG0000522,ACC00052,2024-04-04T18:00:00,customer,email,mobile access,This has been affecting the team for a while and we need a clearer resolution.
MSG0000523,ACC00052,2025-06-03T16:00:00,customer,email,renewal terms,Thanks for getting this sorted so quickly. Everything is working now.
MSG0000524,ACC00052,2025-10-14T11:00:00,customer,meeting_notes,integration errors,We're reviewing the latest changes and have a few questions.
MSG0000525,ACC00052,2024-10-17T16:00:00,agent,meeting_notes,mobile access,Thanks for getting this sorted so quickly. Everything is working now.
MSG0000526,ACC00052,2024-09-19T14:00:00,customer,support_chat,user provisioning,We've had to follow up several times and this is starting to become frustrating.
MSG0000527,ACC00053,2024-04-12T14:00:00,agent,support_chat,mobile access,We're reviewing the latest changes and have a few questions.
MSG0000528,ACC00053,2025-09-25T11:00:00,agent,email,invoice reconciliation,We're still evaluating the change internally.
MSG0000529,ACC00053,2024-04-16T13:00:00,agent,meeting_notes,report exports,We're reviewing the latest changes and have a few questions.
MSG0000530,ACC00053,2024-06-15T12:00:00,agent,meeting_notes,renewal terms,We've been getting good value from the platform and adoption is steady.
MSG0000531,ACC00053,2024-11-23T15:00:00,customer,email,integration errors,Thanks for getting this sorted so quickly. Everything is working now.
MSG0000532,ACC00053,2024-06-11T12:00:00,agent,support_chat,SSO,"The workflow is mostly fine, although there are a couple of things we'd like improved."
MSG0000533,ACC00053,2025-03-06T16:00:00,agent,email,workflow automation,We've had to follow up several times and this is starting to become frustrating.
MSG0000534,ACC00053,2025-02-14T12:00:00,customer,meeting_notes,user provisioning,Thanks for getting this sorted so quickly. Everything is working now.
MSG0000535,ACC00053,2025-10-07T10:00:00,agent,meeting_notes,invoice reconciliation,We're still evaluating the change internally.
MSG0000536,ACC00053,2024-11-07T16:00:00,customer,meeting_notes,SSO,"The workflow is mostly fine, although there are a couple of things we'd like improved."
MSG0000537,ACC00053,2024-12-20T10:00:00,agent,support_chat,usage reporting,The reporting changes are useful and the team is happy with them.
MSG0000538,ACC00053,2025-05-27T15:00:00,customer,meeting_notes,usage reporting,This has been affecting the team for a while and we need a clearer resolution.
MSG0000539,ACC00053,2024-01-26T12:00:00,agent,meeting_notes,user provisioning,We've had to follow up several times and this is starting to become frustrating.
MSG0000540,ACC00053,2025-07-22T11:00:00,customer,support_chat,billing configuration,Thanks for getting this sorted so quickly. Everything is working now.
MSG0000541,ACC00053,2024-12-25T11:00:00,customer,email,permissions,We're reviewing the latest changes and have a few questions.
MSG0000542,ACC00054,2024-04-05T08:00:00,customer,support_chat,billing configuration,This has been affecting the team for a while and we need a clearer resolution.
MSG0000543,ACC00054,2024-08-01T08:00:00,customer,meeting_notes,usage reporting,This has been affecting the team for a while and we need a clearer resolution.
MSG0000544,ACC00054,2025-06-09T13:00:00,customer,email,SSO,Thanks for getting this sorted so quickly. Everything is working now.
MSG0000545,ACC00054,2025-11-04T09:00:00,agent,support_chat,data synchronization,Could you help us understand why this is happening?
MSG0000546,ACC00054,2024-01-11T09:00:00,customer,email,API reliability,We're reviewing the latest changes and have a few questions.
MSG0000547,ACC00054,2025-07-21T09:00:00,customer,email,mobile access,We're reviewing the latest changes and have a few questions.
MSG0000548,ACC00054,2025-03-16T17:00:00,customer,support_chat,workflow automation,We're still evaluating the change internally.
MSG0000549,ACC00054,2025-08-05T13:00:00,agent,email,API reliability,We're reviewing the latest changes and have a few questions.
MSG0000550,ACC00054,2025-05-18T11:00:00,customer,meeting_notes,data synchronization,We're reviewing the latest changes and have a few questions.
MSG0000551,ACC00054,2025-11-18T09:00:00,customer,email,dashboard performance,This has been affecting the team for a while and we need a clearer resolution.
MSG0000552,ACC00054,2025-06-16T15:00:00,customer,meeting_notes,user provisioning,The latest release has made the workflow much easier for our team.
MSG0000553,ACC00054,2025-07-07T11:00:00,agent,meeting_notes,integration errors,The reporting changes are useful and the team is happy with them.
MSG0000554,ACC00054,2025-06-14T13:00:00,customer,meeting_notes,report exports,We've been getting good value from the platform and adoption is steady.
MSG0000555,ACC00054,2024-06-11T15:00:00,agent,support_chat,dashboard performance,We've had to follow up several times and this is starting to become frustrating.
MSG0000556,ACC00055,2024-05-22T14:00:00,customer,email,data synchronization,The reporting changes are useful and the team is happy with them.
MSG0000557,ACC00055,2024-02-02T10:00:00,customer,meeting_notes,SSO,We're still evaluating the change internally.
MSG0000558,ACC00055,2024-01-25T16:00:00,customer,meeting_notes,workflow automation,We're reviewing the latest changes and have a few questions.
MSG0000559,ACC00055,2024-08-12T14:00:00,customer,email,invoice reconciliation,"The workflow is mostly fine, although there are a couple of things we'd like improved."
MSG0000560,ACC00055,2024-09-14T17:00:00,customer,email,user provisioning,We've had to follow up several times and this is starting to become frustrating.
MSG0000561,ACC00056,2025-11-25T14:00:00,customer,email,usage reporting,We're reviewing the latest changes and have a few questions.
MSG0000562,ACC00056,2025-06-27T15:00:00,agent,support_chat,permissions,Could you help us understand why this is happening?
MSG0000563,ACC00056,2024-01-08T14:00:00,agent,meeting_notes,mobile access,We're reviewing the latest changes and have a few questions.
MSG0000564,ACC00056,2024-05-04T13:00:00,customer,support_chat,invoice reconciliation,This has been affecting the team for a while and we need a clearer resolution.
MSG0000565,ACC00056,2025-05-12T12:00:00,customer,email,SSO,"The workflow is mostly fine, although there are a couple of things we'd like improved."
MSG0000566,ACC00056,2024-08-14T08:00:00,customer,support_chat,integration errors,"The workflow is mostly fine, although there are a couple of things we'd like improved."
MSG0000567,ACC00056,2025-08-17T14:00:00,customer,email,data synchronization,We're reviewing the latest changes and have a few questions.
MSG0000568,ACC00056,2025-07-10T17:00:00,agent,meeting_notes,SSO,We're still evaluating the change internally.
MSG0000569,ACC00056,2024-05-24T08:00:00,customer,meeting_notes,user provisioning,We're reviewing the latest changes and have a few questions.
MSG0000570,ACC00056,2024-06-06T14:00:00,customer,email,user provisioning,This has been affecting the team for a while and we need a clearer resolution.
MSG0000571,ACC00056,2025-02-13T09:00:00,agent,meeting_notes,integration errors,We're still evaluating the change internally.
MSG0000572,ACC00057,2025-04-09T13:00:00,customer,support_chat,usage reporting,We're still evaluating the change internally.
MSG0000573,ACC00057,2025-06-22T18:00:00,agent,email,API reliability,The experience lately hasn't been great and we're spending more time working around the product.
MSG0000574,ACC00057,2025-03-25T09:00:00,customer,email,renewal terms,We're reviewing alternatives because this is becoming difficult to justify internally.
MSG0000575,ACC00057,2024-09-14T15:00:00,agent,email,renewal terms,"The workflow is mostly fine, although there are a couple of things we'd like improved."
MSG0000576,ACC00057,2025-02-06T11:00:00,agent,meeting_notes,user provisioning,Could you help us understand why this is happening?
MSG0000577,ACC00057,2024-01-12T11:00:00,customer,support_chat,API reliability,The latest release has made the workflow much easier for our team.
MSG0000578,ACC00057,2024-01-05T13:00:00,agent,support_chat,report exports,We're still evaluating the change internally.
MSG0000579,ACC00057,2024-07-13T16:00:00,customer,email,user provisioning,"The workflow is mostly fine, although there are a couple of things we'd like improved."
MSG0000580,ACC00057,2024-08-02T14:00:00,customer,email,data synchronization,"The workflow is mostly fine, although there are a couple of things we'd like improved."
MSG0000581,ACC00057,2024-02-05T16:00:00,agent,support_chat,dashboard performance,We've been getting good value from the platform and adoption is steady.
MSG0000582,ACC00057,2024-01-20T16:00:00,customer,email,integration errors,This has been affecting the team for a while and we need a clearer resolution.
MSG0000583,ACC00058,2024-03-14T16:00:00,agent,support_chat,dashboard performance,The latest release has made the workflow much easier for our team.
MSG0000584,ACC00058,2024-06-20T16:00:00,customer,support_chat,API reliability,We're reviewing the latest changes and have a few questions.
MSG0000585,ACC00059,2024-07-28T12:00:00,customer,email,integration errors,Thanks for getting this sorted so quickly. Everything is working now.
MSG0000586,ACC00059,2025-03-16T12:00:00,customer,support_chat,integration errors,We're reviewing the latest changes and have a few questions.
MSG0000587,ACC00059,2024-12-04T18:00:00,customer,support_chat,usage reporting,We're reviewing the latest changes and have a few questions.
MSG0000588,ACC00059,2024-09-22T16:00:00,customer,meeting_notes,mobile access,Thanks for getting this sorted so quickly. Everything is working now.
MSG0000589,ACC00059,2024-11-26T18:00:00,agent,meeting_notes,mobile access,We've had to follow up several times and this is starting to become frustrating.
MSG0000590,ACC00059,2024-09-04T17:00:00,customer,meeting_notes,billing configuration,"The workflow is mostly fine, although there are a couple of things we'd like improved."
MSG0000591,ACC00059,2024-08-06T14:00:00,agent,support_chat,usage reporting,The latest release has made the workflow much easier for our team.
MSG0000592,ACC00059,2025-06-13T17:00:00,customer,support_chat,renewal terms,We're reviewing alternatives because this is becoming difficult to justify internally.
MSG0000593,ACC00059,2025-04-10T16:00:00,customer,support_chat,invoice reconciliation,I'm concerned that we're not getting the level of support we expected.
MSG0000594,ACC00059,2025-01-06T17:00:00,agent,meeting_notes,permissions,The reporting changes are useful and the team is happy with them.
MSG0000595,ACC00059,2024-03-12T09:00:00,agent,email,workflow automation,We've had to follow up several times and this is starting to become frustrating.
MSG0000596,ACC00059,2025-06-17T10:00:00,agent,support_chat,renewal terms,We're reviewing alternatives because this is becoming difficult to justify internally.
MSG0000597,ACC00060,2024-01-11T08:00:00,agent,email,mobile access,Thanks for getting this sorted so quickly. Everything is working now.
MSG0000598,ACC00060,2024-04-08T12:00:00,agent,support_chat,usage reporting,We're reviewing the latest changes and have a few questions.
MSG0000599,ACC00060,2024-02-23T17:00:00,agent,email,usage reporting,We're reviewing the latest changes and have a few questions.
MSG0000600,ACC00061,2024-01-06T12:00:00,customer,support_chat,invoice reconciliation,This has been affecting the team for a while and we need a clearer resolution.
MSG0000601,ACC00061,2024-09-06T08:00:00,agent,email,user provisioning,This has been affecting the team for a while and we need a clearer resolution.
MSG0000602,ACC00061,2024-09-22T17:00:00,customer,support_chat,SSO,We've had to follow up several times and this is starting to become frustrating.
MSG0000603,ACC00061,2024-12-13T09:00:00,agent,support_chat,user provisioning,Could you help us understand why this is happening?
MSG0000604,ACC00061,2024-12-27T13:00:00,agent,support_chat,workflow automation,This has been affecting the team for a while and we need a clearer resolution.
MSG0000605,ACC00061,2025-01-06T13:00:00,agent,meeting_notes,report exports,The reporting changes are useful and the team is happy with them.
MSG0000606,ACC00061,2024-10-04T12:00:00,agent,support_chat,invoice reconciliation,We're still evaluating the change internally.
MSG0000607,ACC00061,2024-08-13T17:00:00,customer,support_chat,billing configuration,Could you help us understand why this is happening?
MSG0000608,ACC00061,2024-09-25T14:00:00,agent,meeting_notes,invoice reconciliation,"The workflow is mostly fine, although there are a couple of things we'd like improved."
MSG0000609,ACC00061,2024-11-07T16:00:00,agent,meeting_notes,user provisioning,This has been affecting the team for a while and we need a clearer resolution.
MSG0000610,ACC00062,2025-04-13T12:00:00,customer,email,invoice reconciliation,"The workflow is mostly fine, although there are a couple of things we'd like improved."
MSG0000611,ACC00062,2025-06-26T09:00:00,agent,support_chat,dashboard performance,The latest release has made the workflow much easier for our team.
MSG0000612,ACC00062,2025-08-04T18:00:00,customer,meeting_notes,dashboard performance,"The workflow is mostly fine, although there are a couple of things we'd like improved."
MSG0000613,ACC00062,2024-06-08T18:00:00,customer,support_chat,report exports,Thanks for getting this sorted so quickly. Everything is working now.
MSG0000614,ACC00062,2024-03-23T11:00:00,agent,email,data synchronization,We've been getting good value from the platform and adoption is steady.
MSG0000615,ACC00062,2024-02-14T17:00:00,agent,email,user provisioning,"The workflow is mostly fine, although there are a couple of things we'd like improved."
MSG0000616,ACC00062,2024-03-14T16:00:00,agent,support_chat,SSO,We're reviewing the latest changes and have a few questions.
MSG0000617,ACC00062,2024-11-06T18:00:00,agent,email,report exports,We're still evaluating the change internally.
MSG0000618,ACC00062,2024-05-21T13:00:00,customer,email,usage reporting,We're reviewing the latest changes and have a few questions.
MSG0000619,ACC00062,2025-03-19T16:00:00,agent,support_chat,mobile access,This has been affecting the team for a while and we need a clearer resolution.
MSG0000620,ACC00062,2025-05-12T14:00:00,customer,meeting_notes,integration errors,"The workflow is mostly fine, although there are a couple of things we'd like improved."
MSG0000621,ACC00062,2025-08-08T08:00:00,customer,meeting_notes,permissions,The latest release has made the workflow much easier for our team.
MSG0000622,ACC00062,2025-11-24T13:00:00,customer,meeting_notes,user provisioning,"The workflow is mostly fine, although there are a couple of things we'd like improved."
MSG0000623,ACC00063,2025-06-26T10:00:00,customer,email,dashboard performance,We've had to follow up several times and this is starting to become frustrating.
MSG0000624,ACC00063,2024-01-27T10:00:00,customer,email,usage reporting,This has been affecting the team for a while and we need a clearer resolution.
MSG0000625,ACC00063,2025-08-20T09:00:00,customer,support_chat,dashboard performance,We're still evaluating the change internally.
MSG0000626,ACC00063,2024-06-20T10:00:00,customer,email,user provisioning,Thanks for getting this sorted so quickly. Everything is working now.
MSG0000627,ACC00063,2025-03-18T10:00:00,customer,email,integration errors,We've been getting good value from the platform and adoption is steady.
MSG0000628,ACC00063,2024-06-13T14:00:00,customer,email,user provisioning,This has been affecting the team for a while and we need a clearer resolution.
MSG0000629,ACC00063,2024-08-05T13:00:00,agent,email,renewal terms,The latest release has made the workflow much easier for our team.
MSG0000630,ACC00063,2024-08-19T10:00:00,customer,meeting_notes,billing configuration,We've had to follow up several times and this is starting to become frustrating.
MSG0000631,ACC00063,2024-12-01T10:00:00,customer,email,permissions,Thanks for getting this sorted so quickly. Everything is working now.
MSG0000632,ACC00063,2025-07-02T09:00:00,customer,email,invoice reconciliation,This has been affecting the team for a while and we need a clearer resolution.
MSG0000633,ACC00063,2024-12-20T11:00:00,customer,email,integration errors,We're still evaluating the change internally.
MSG0000634,ACC00063,2024-02-01T08:00:00,customer,meeting_notes,permissions,The latest release has made the workflow much easier for our team.
MSG0000635,ACC00063,2024-11-14T09:00:00,customer,support_chat,user provisioning,"The workflow is mostly fine, although there are a couple of things we'd like improved."
MSG0000636,ACC00063,2025-11-23T18:00:00,agent,email,mobile access,We're reviewing the latest changes and have a few questions.
MSG0000637,ACC00063,2025-12-12T13:00:00,customer,meeting_notes,workflow automation,This has been affecting the team for a while and we need a clearer resolution.
MSG0000638,ACC00063,2025-07-20T10:00:00,customer,support_chat,usage reporting,The reporting changes are useful and the team is happy with them.
